全部事件日志消息。
日期:	2000-05-19 03:53:28
系统名称：	120-500794
控制器名称：	192.168.0.5
控制器 ID
	120-500794

RobotWare:	5.15.2005
密码:	rXXXYgp73IH1XXXXbXXX1rXXXU#wCGgPNDArV6
选项:	
	RW Control module key
	RobotWare OS and English
	644-5 Chinese
	748-1 DeviceNet Lean
	608-1 World Zones
	616-1 PC Interface
	623-1 Multitasking

DriveModule1
密码:	tGcQeQ-3jhlb
选项:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 120
			120-0.58/3
			Drive System 09 120/140/1400/1600/260 Compact
				1-Phase Power Supply
					No additional drive



公用 个日志消息
SeqNo     	类型  	类别                  	代码      	标题                                      	日期                  	说明	自变量
248323    	I   	操作                  	10012   	安全防护停止状态                                	2000-05-19 01:09:29 	系统处于防护停止状态。从自动方式切换为手动方式，或者由于出现紧急停止、常规停止、自动停止或上级停止而导致的电机开启电路被断开后，均会进入此状态。	{args: }
248324    	I   	操作                  	10010   	电机下电 (OFF) 状态                           	2000-05-19 01:09:29 	系统处于电机下电 (OFF) 状态。从手动模式切换至自动模式，或者程序执行过程中电机上电 (ON) 电路被打开后，系统就会进入此状态。	{args: }
248325    	I   	操作                  	10011   	电机上电(ON) 状态                             	2000-05-19 01:09:30 	系统处于电机上电 (ON) 状态。	{args: }
248326    	I   	操作                  	10012   	安全防护停止状态                                	2000-05-19 01:09:33 	系统处于防护停止状态。从自动方式切换为手动方式，或者由于出现紧急停止、常规停止、自动停止或上级停止而导致的电机开启电路被断开后，均会进入此状态。	{args: }
248327    	I   	操作                  	10016   	已请求自动模式                                 	2000-05-19 01:09:36 	已向系统发送指令，准备进入自动模式。	{args: }
248328    	I   	操作                  	10010   	电机下电 (OFF) 状态                           	2000-05-19 01:09:36 	系统处于电机下电 (OFF) 状态。从手动模式切换至自动模式，或者程序执行过程中电机上电 (ON) 电路被打开后，系统就会进入此状态。	{args: }
248329    	I   	操作                  	10017   	已确认自动模式                                 	2000-05-19 01:09:37 	系统处于自动模式。	{args: }
248330    	I   	操作                  	10002   	程序指针已经复位                                	2000-05-19 01:09:39 	任务 T_ROB1 的程序指针已经复位。	{args: "1", "0", "T_ROB1"}
248331    	E   	系统                  	20072   	不允许该命令                                  	2000-05-19 01:09:42 	电机下电 ( Motors OFF) 状态下不允许该命令。	{args: "142"}
248332    	I   	操作                  	10011   	电机上电(ON) 状态                             	2000-05-19 01:09:45 	系统处于电机上电 (ON) 状态。	{args: }
248333    	E   	系统                  	20293   	系统输入受限                                  	2000-05-19 01:09:47 	请求的 Start 受 I/O 信号 diEmptyDone 所设置的系统输入 QuickStop 限制。	{args: "Start", "QuickStop", "diEmptyDone", "Start", "QuickStop"}
248334    	E   	系统                  	20293   	系统输入受限                                  	2000-05-19 01:10:27 	请求的 Start 受 I/O 信号 diEmptyDone 所设置的系统输入 QuickStop 限制。	{args: "Start", "QuickStop", "diEmptyDone", "Start", "QuickStop"}
248335    	I   	操作                  	10015   	已选择手动模式                                 	2000-05-19 01:10:31 	系统处于手动模式。	{args: }
248336    	I   	操作                  	10012   	安全防护停止状态                                	2000-05-19 01:10:31 	系统处于防护停止状态。从自动方式切换为手动方式，或者由于出现紧急停止、常规停止、自动停止或上级停止而导致的电机开启电路被断开后，均会进入此状态。	{args: }
248337    	I   	操作                  	10016   	已请求自动模式                                 	2000-05-19 01:10:58 	已向系统发送指令，准备进入自动模式。	{args: }
248338    	I   	操作                  	10010   	电机下电 (OFF) 状态                           	2000-05-19 01:10:58 	系统处于电机下电 (OFF) 状态。从手动模式切换至自动模式，或者程序执行过程中电机上电 (ON) 电路被打开后，系统就会进入此状态。	{args: }
248339    	I   	操作                  	10017   	已确认自动模式                                 	2000-05-19 01:11:00 	系统处于自动模式。	{args: }
248340    	E   	系统                  	20072   	不允许该命令                                  	2000-05-19 01:11:02 	电机下电 ( Motors OFF) 状态下不允许该命令。	{args: "142"}
248341    	I   	操作                  	10011   	电机上电(ON) 状态                             	2000-05-19 01:11:05 	系统处于电机上电 (ON) 状态。	{args: }
248342    	I   	操作                  	10052   	返回启动                                    	2000-05-19 01:11:22 	返回移动已启动。	{args: "0"}
248343    	I   	操作                  	10053   	返回就绪                                    	2000-05-19 01:11:22 	返回移动就绪。	{args: "0"}
248344    	I   	操作                  	10151   	程序已启动                                   	2000-05-19 01:11:22 	从任务的入口例行程序的第一个指令开始执行任务 T_ROB1 。起因是外部客户端。	{args: "1", "T_ROB1"}
248345    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:11:24 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rMoveHome/MoveJ/352	{args: "T_ROB1", "/MainModule/rMoveHome/MoveJ/352"}
248346    	W   	系统                  	20148   	确认被拒绝                                   	2000-05-19 01:11:27 	通过系统 IO 的“紧急停止”重置确认被拒绝。	{args: "-2"}
248347    	W   	系统                  	20153   	电机上电并启动被拒绝                              	2000-05-19 01:11:27 	通过系统 I/O 执行电机上电并启动程序被拒绝。	{args: "-33"}
248348    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:11:29 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rMoveHome/MoveJ/352	{args: "T_ROB1", "/MainModule/rMoveHome/MoveJ/352"}
248349    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:12:28 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248350    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:12:48 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248351    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:13:17 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248352    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:13:57 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248353    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:14:25 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248354    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:14:53 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248355    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:15:33 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248356    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:16:04 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248357    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:16:32 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248358    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:17:00 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248359    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:17:34 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248360    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:18:57 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248361    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:19:12 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248362    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:19:47 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248363    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:20:15 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248364    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:20:44 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248365    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:21:19 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248366    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:21:51 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248367    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:22:23 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248368    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:23:21 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248369    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:23:56 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248370    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:24:24 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248371    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:24:53 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248372    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:25:21 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248373    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:25:51 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248374    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:26:18 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248375    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:26:50 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248376    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:27:22 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248377    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:27:54 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248378    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:28:29 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248379    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:28:56 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248380    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:29:29 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248381    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:29:56 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248382    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:30:25 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248383    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:30:52 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248384    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:31:45 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248385    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:32:29 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248386    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:33:03 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248387    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:33:33 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248388    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:34:00 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248389    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:34:38 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248390    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:35:17 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248391    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:35:45 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248392    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:36:12 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248393    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:36:47 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248394    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:37:19 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248395    	W   	动作                  	50024   	转角路径故障                                  	2000-05-19 01:37:47 	任务： T_ROB1由于以下原因，转角路径作为停止点执行：- 延时。- 编程点太近- 系统要求较高的 CPU 负载。程序引用 /MainModule/rGotoMB/MoveL/564	{args: "T_ROB1", "/MainModule/rGotoMB/MoveL/564"}
248396    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:39:09 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248397    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:40:10 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248398    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:41:11 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248399    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:42:12 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248400    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:43:12 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248401    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:44:13 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248402    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:45:14 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248403    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:46:14 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248404    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:47:15 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248405    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:48:16 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248406    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:49:16 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248407    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:50:17 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248408    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:51:18 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248409    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:52:19 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248410    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:53:19 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
248411    	W   	程序                  	41581   	套接字错误                                   	2000-05-19 01:54:20 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
