全部事件日志消息。
日期:	2013-09-06 18:43:04
系统名称：	120-500794
控制器名称：	192.168.0.5
控制器 ID
	120-500794

RobotWare:	5.15.2005
密码:	rXXXYgp73IH1XXXXbXXX1rXXXU#wCGgPNDArV6
选项:	
	RW Control module key
	RobotWare OS and English
	644-5 Chinese
	748-1 DeviceNet Lean
	608-1 World Zones
	616-1 PC Interface
	623-1 Multitasking

DriveModule1
密码:	tGcQeQ-3jhlb
选项:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 120
			120-0.58/3
			Drive System 09 120/140/1400/1600/260 Compact
				1-Phase Power Supply
					No additional drive



公用 个日志消息
SeqNo     	类型  	类别                  	代码      	标题                                      	日期                  	说明	自变量
17489     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:40:49 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17490     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:41:49 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17491     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:42:50 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17492     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:43:51 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17493     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:44:52 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17494     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:45:52 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17495     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:46:53 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17496     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:47:54 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17497     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:48:54 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17498     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:49:55 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17499     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:50:56 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17500     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:51:56 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17501     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:52:57 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17502     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:53:58 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17503     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:54:59 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17504     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:55:59 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17505     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:57:00 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17506     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:58:01 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17507     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 05:59:01 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17508     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:00:02 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17509     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:01:03 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17510     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:02:03 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17511     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:03:04 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_TIMEOUT", "-26:1:2::0:60.000000"}
17512     	W   	程序                  	41595   	套接字错误                                   	2013-09-06 06:03:47 	任务： Socket连接被远程主机关闭。程序引用 /Socket/main/SocketReceive/30	{args: "Socket", "/Socket/main/SocketReceive/30", "ERR_SOCK_CLOSED", "54:10:2::0:60.000000"}
17513     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:04:47 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17514     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:05:47 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17515     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:06:47 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17516     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:07:48 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17517     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:08:48 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17518     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:09:48 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17519     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:10:48 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17520     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:11:48 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17521     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:12:49 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17522     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:13:49 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17523     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:14:49 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17524     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:15:49 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17525     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:16:49 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17526     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:17:50 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17527     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:18:50 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17528     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:19:50 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17529     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:20:50 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17530     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:21:50 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17531     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:22:51 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17532     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:23:51 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17533     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:24:51 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17534     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:25:51 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17535     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:26:51 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17536     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:27:52 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17537     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:28:52 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17538     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:29:52 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17539     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:30:52 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17540     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:31:52 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17541     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:32:53 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17542     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:33:53 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17543     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:34:53 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17544     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:35:53 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17545     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:36:53 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17546     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:37:54 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17547     	W   	程序                  	41581   	套接字错误                                   	2013-09-06 06:38:54 	任务： Socket指令在超时期间内未完成。程序引用 /Socket/main/SocketConnect/23	{args: "Socket", "/Socket/main/SocketConnect/23", "ERR_SOCK_TIMEOUT", "-26:1:1:192.168.0.2:11152:60.000000"}
17548     	W   	系统                  	20148   	确认被拒绝                                   	2013-09-06 06:39:18 	通过系统 IO 的“紧急停止”重置确认被拒绝。	{args: "-2"}
17549     	W   	程序                  	40210   	已从队列中移除中断                               	2013-09-06 06:39:18 	已在任务 T_ROB1 中删除中断队列的所有中断。 	{args: "T_ROB1"}
17550     	I   	操作                  	10125   	程序已停止                                   	2013-09-06 06:39:18 	任务 T_ROB1 已停止。原因是出现外部或内部停止。	{args: "1", "T_ROB1"}
17551     	E   	系统                  	20293   	系统输入受限                                  	2013-09-06 06:39:18 	请求的 MotOnStart 受 I/O 信号 diEmptyDone 所设置的系统输入 QuickStop 限制。	{args: "MotOnStart", "QuickStop", "diEmptyDone", "MotOnStart", "QuickStop"}
17552     	I   	操作                  	10002   	程序指针已经复位                                	2013-09-06 07:03:54 	任务 T_ROB1 的程序指针已经复位。	{args: "1", "0", "T_ROB1"}
17553     	I   	操作                  	10052   	返回启动                                    	2013-09-06 07:03:58 	返回移动已启动。	{args: "0"}
17554     	I   	操作                  	10053   	返回就绪                                    	2013-09-06 07:03:58 	返回移动就绪。	{args: "0"}
17555     	I   	操作                  	10151   	程序已启动                                   	2013-09-06 07:03:58 	从任务的入口例行程序的第一个指令开始执行任务 T_ROB1 。起因是外部客户端。	{args: "1", "T_ROB1"}
17556     	I   	操作                  	10125   	程序已停止                                   	2013-09-06 07:03:59 	任务 T_ROB1 已停止。原因是出现外部或内部停止。	{args: "1", "T_ROB1"}
17557     	W   	系统                  	20148   	确认被拒绝                                   	2013-09-06 07:04:06 	通过系统 IO 的“紧急停止”重置确认被拒绝。	{args: "-2"}
17558     	E   	系统                  	20293   	系统输入受限                                  	2013-09-06 07:04:07 	请求的 MotOnStart 受 I/O 信号 diEmptyDone 所设置的系统输入 QuickStop 限制。	{args: "MotOnStart", "QuickStop", "diEmptyDone", "MotOnStart", "QuickStop"}
17559     	I   	操作                  	10002   	程序指针已经复位                                	2013-09-06 07:04:20 	任务 T_ROB1 的程序指针已经复位。	{args: "1", "0", "T_ROB1"}
17560     	E   	系统                  	20293   	系统输入受限                                  	2013-09-06 07:04:33 	请求的 Start 受 I/O 信号 diEmptyDone 所设置的系统输入 QuickStop 限制。	{args: "Start", "QuickStop", "diEmptyDone", "Start", "QuickStop"}
17561     	W   	系统                  	20148   	确认被拒绝                                   	2013-09-06 07:04:37 	通过系统 IO 的“紧急停止”重置确认被拒绝。	{args: "-2"}
17562     	E   	系统                  	20293   	系统输入受限                                  	2013-09-06 07:04:37 	请求的 MotOnStart 受 I/O 信号 diEmptyDone 所设置的系统输入 QuickStop 限制。	{args: "MotOnStart", "QuickStop", "diEmptyDone", "MotOnStart", "QuickStop"}
17563     	I   	操作                  	10002   	程序指针已经复位                                	2013-09-06 07:04:53 	任务 T_ROB1 的程序指针已经复位。	{args: "1", "0", "T_ROB1"}
17564     	E   	系统                  	20293   	系统输入受限                                  	2013-09-06 07:04:56 	请求的 Start 受 I/O 信号 diEmptyDone 所设置的系统输入 QuickStop 限制。	{args: "Start", "QuickStop", "diEmptyDone", "Start", "QuickStop"}
17565     	W   	系统                  	20148   	确认被拒绝                                   	2013-09-06 07:05:04 	通过系统 IO 的“紧急停止”重置确认被拒绝。	{args: "-2"}
17566     	E   	系统                  	20293   	系统输入受限                                  	2013-09-06 07:05:04 	请求的 MotOnStart 受 I/O 信号 diEmptyDone 所设置的系统输入 QuickStop 限制。	{args: "MotOnStart", "QuickStop", "diEmptyDone", "MotOnStart", "QuickStop"}
17567     	I   	操作                  	10002   	程序指针已经复位                                	2013-09-06 07:05:26 	任务 T_ROB1 的程序指针已经复位。	{args: "1", "0", "T_ROB1"}
17568     	E   	系统                  	20293   	系统输入受限                                  	2013-09-06 07:05:32 	请求的 Start 受 I/O 信号 diEmptyDone 所设置的系统输入 QuickStop 限制。	{args: "Start", "QuickStop", "diEmptyDone", "Start", "QuickStop"}
17569     	I   	操作                  	10002   	程序指针已经复位                                	2013-09-06 07:05:41 	任务 T_ROB1 的程序指针已经复位。	{args: "1", "0", "T_ROB1"}
17570     	E   	系统                  	20293   	系统输入受限                                  	2013-09-06 07:05:45 	请求的 Start 受 I/O 信号 diEmptyDone 所设置的系统输入 QuickStop 限制。	{args: "Start", "QuickStop", "diEmptyDone", "Start", "QuickStop"}
17571     	I   	操作                  	10002   	程序指针已经复位                                	2013-09-06 07:05:52 	任务 T_ROB1 的程序指针已经复位。	{args: "1", "0", "T_ROB1"}
17572     	E   	系统                  	20293   	系统输入受限                                  	2013-09-06 07:05:55 	请求的 Start 受 I/O 信号 diEmptyDone 所设置的系统输入 QuickStop 限制。	{args: "Start", "QuickStop", "diEmptyDone", "Start", "QuickStop"}
17573     	W   	系统                  	20148   	确认被拒绝                                   	2013-09-06 07:07:01 	通过系统 IO 的“紧急停止”重置确认被拒绝。	{args: "-2"}
